,initial_scenario,t=0,t=5,t=10,t=15,t=20,t=25,t=30,t=35,t=40,t=45,t=50,t=55,t=60,t=65,t=70,t=75,t=80,t=85,t=90,t=95,t=100,t=105,t=110,t=115,t=120,t=125,t=130,t=135,t=140,t=145,t=150,t=155,t=160,t=165,t=170,t=175,t=180,t=185,t=190,t=195,t=200,t=205,t=210,t=215,t=220,t=225,t=230,t=235,t=240,t=245,t=250,t=255,t=260,t=265,t=270,t=275,t=280,t=285,t=290,t=295,t=300,t=305,t=310,t=315,t=320,t=325,t=330,t=335,t=340,t=345,t=350,t=355,t=360,t=365,t=370,t=375,t=380,t=385,t=390,t=395,t=400,t=405,t=410,t=415,t=420,t=425,t=430,t=435,t=440,t=445,t=450,t=455,t=460,t=465,t=470,t=475,t=480,t=485
115,0.0,0.022362310583167937,0.023543643357367958,0.020639418747615348,0.019524094383090693,0.02050234225363354,0.01911871097583984,0.020036048932726664,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0.0,0.021224038628104454,0.022362310583167937,0.019619702797806633,0.01857547687285381,0.019524094383090693,0.018224304225452036,0.01911871097583984,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0.0,0.020129193930950806,0.021224038628104454,0.01863525881930662,0.017657732518025968,0.01857547687285381,0.01735475056274728,0.018224304225452036,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0.0,0.019077827866012295,0.020129193930950806,0.017686698856753724,0.016771732937375956,0.017657732518025968,0.016511534998092273,0.01735475056274728,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0.0,0.018069723646485156,0.019077827866012295,0.016774328275792352,0.015918028971078343,0.016771732937375956,0.015695762238245304,0.016511534998092273,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0.0,0.017104437805983655,0.018069723646485156,0.0158981898883436,0.01509689544821311,0.015918028971078343,0.014908207055445292,0.015695762238245304,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0.0,0.01618133682217562,0.017104437805983655,0.015058103038737655,0.014308370899509223,0.01509689544821311,0.014149359085402971,0.014908207055445292,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.0,0.015299629391064246,0.01618133682217562,0.014253698171653076,0.013552292734863866,0.014308370899509223,0.013419462620633872,0.014149359085402971,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0.0,0.014458394810306871,0.015299629391064246,0.013484447351813042,0.01282832835448774,0.013552292734863866,0.012718551910674865,0.013419462620633872,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.0,0.01365660788458264,0.014458394810306871,0.012749691159220228,0.012136002616631711,0.01282832835448774,0.012046482430990107,0.012718551910674865,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0.0,0.012893160724967809,0.01365660788458264,0.012048662341922417,0.011474722043298177,0.012136002616631711,0.011402958537322436,0.012046482430990107,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.024908206248436652,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0.0,0.01216688177714779,0.012893160724967809,0.011380506570485551,0.010843796107730142,0.011474722043298177,0.01078755788145041,0.011402958537322436,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02468095567919801,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.0,0.011476552379722971,0.01216688177714779,0.010744300604139861,0.010242455913436962,0.010843796107730142,0.010199752927376163,0.01078755788145041,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.024339907308390554,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0.0,0.010820921123519687,0.011476552379722971,0.010139068147623179,0.009669870543725848,0.010242455913436962,0.009638929873537918,0.010199752927376163,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.023904156353713846,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.0,0.01019871625539578,0.010820921123519687,0.00956379364976917,0.009125161332860838,0.009669870543725848,0.009104405256388429,0.009638929873537918,0.008924783811454146,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.023390504017446304,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0.0,0.009608656345259156,0.01019871625539578,0.009017434269599764,0.00860741428479223,0.009125161332860838,0.008595440483311878,0.009104405256388429,0.008434063639345674,0.008924783811454146,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.022813700586071628,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0.0,0.009049459412647948,0.009608656345259156,0.008498930212829844,0.008115690842639764,0.00860741428479223,0.00811125451809853,0.008595440483311878,0.00796635459933987,0.008434063639345674,0.008924783811454146,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.022186664388626834,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.024908206248436652,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.0,0.008519850689026992,0.009049459412647948,0.008007213621049327,0.007649037191546827,0.008115690842639764,0.007651034919815318,0.00811125451809853,0.0075210104228978876,0.00796635459933987,0.008434063639345674,0.008924783811454146,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.021520678919552814,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02468095567919801,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0.0,0.008018569173732207,0.008519850689026992,0.00754121617720666,0.007206492258944361,0.007649037191546827,0.0072139474156797945,0.007651034919815318,0.007097347703336208,0.0075210104228978876,0.00796635459933987,0.008434063639345674,0.008924783811454146,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.02346151079239017,0.02082557021712427,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.027888182412666152,0.024339907308390554,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.0,0.007544373125055774,0.008018569173732207,0.007099875574189197,0.006787094559485961,0.007206492258944361,0.006799144170263856,0.0072139474156797945,0.006694655554838401,0.007097347703336208,0.0075210104228978876,0.00796635459933987,0.008434063639345674,0.008924783811454146,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.022611097874242314,0.020109866393477286,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.027288921353687354,0.023904156353713846,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0.0,0.007096044613142116,0.007544373125055774,0.0066821409781101975,0.006389888016770244,0.006787094559485961,0.006405770896839441,0.006799144170263856,0.006312203988719821,0.006694655554838401,0.007097347703336208,0.0075210104228978876,0.00796635459933987,0.008434063639345674,0.008924783811454146,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.021752665703342656,0.01938094103506484,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.02661598401708357,0.023390504017446304,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.02905957395650943,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0.0,0.006672393248003838,0.007096044613142116,0.006286977604213174,0.006013926880299146,0.006389888016770244,0.006032972941765302,0.006405770896839441,0.005949251148980872,0.006312203988719821,0.006694655554838401,0.007097347703336208,0.0075210104228978876,0.00796635459933987,0.008434063639345674,0.008924783811454146,0.009439113146269119,0.009977588720157143,0.010540672127116353,0.011128732921840518,0.01174202979305465,0.01238068919972761,0.013044681173514637,0.01373379195846465,0.014447593123330745,0.015185406742403875,0.015946266197270534,0.016728872103859864,0.017531542816135833,0.01835215889930312,0.019188100900877674,0.020036179676816358,0.020892558451435696,0.018645142031436565,0.022611097874242314,0.02346151079239017,0.024296498586644982,0.025107458739478283,0.02588444178673131,0.022813700586071628,0.027288921353687354,0.027888182412666152,0.028396558526455642,0.02879444829239768,0.024908206248436652,0.029166666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
