,pump_bgs,bg,carb,insulin,iob,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual,temp_basal,relative_temp_basal_insulin
270,203.87640563825337,163.0203634410751,0.0,0.0,0.6775883044392781,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
275,203.65504588245835,162.25474314425503,0.0,0.0,0.6738595774050118,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
280,203.4445401109513,161.5262771855857,0.0,0.0,0.6703073928924976,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
285,203.2445709616772,160.8338100923231,0.0,0.0,0.666926579667728,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
290,203.05480011916865,160.17613849178045,0.0,0.0,0.6637117147689651,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
295,202.87487408577977,159.552026102597,0.0,0.0,0.660657193713879,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
300,202.70442911120165,158.9602166088962,0.0,0.0,0.6577572912738496,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
305,202.54309538447478,158.39944466506745,0.0,0.0,0.6550062138648316,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
310,202.3905005806603,157.8684452521279,0.0,0.0,0.6523981444971501,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
315,202.24627284362833,157.36596158262608,0.0,0.0,0.649927281129969,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
320,202.11004327692103,156.8907517295577,0.0,0.0,0.6475878691889457,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
325,201.98144800621205,156.4415941355154,0.0,0.0,0.6453742289268954,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
330,201.86012986940335,156.0172921410625,0.0,0.0,0.6432807782363132,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
335,201.7457397837603,155.61667765589772,0.0,0.0,0.6413020514586139,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
340,201.63793783359995,155.23861408257756,0.0,0.0,0.6394327146772842,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
345,201.53639411683014,154.8819985902226,0.0,0.0,0.637667577930207,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
350,201.44078938401262,154.54576382459803,0.0,0.0,0.6360016047296448,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
355,201.35081549952653,154.22887913109673,0.0,0.0,0.6344299192362903,30.0,20.0,150.0,150.0,0.15,0.3,0.15,-0.012499999999999999
360,201.26617575078532,153.93723588971295,0.0,0.0,0.620493708271718,30.0,20.0,150.0,150.0,0.15,0.3,0.15,-0.012499999999999999
365,201.18658502824695,153.68003815771527,0.0,0.0,0.6067561593494658,30.0,20.0,150.0,150.0,0.15,0.3,0.15,-0.012499999999999999
370,201.1117698961222,153.46490365087212,0.0,0.0,0.5932698014888208,30.0,20.0,150.0,150.0,0.15,0.3,0.15,-0.012499999999999999
375,201.04146857117394,153.29805590560548,0.0,0.0,0.580077787666495,30.0,20.0,150.0,150.0,0.15,0.3,0.15,-0.012499999999999999
380,200.97543082478438,153.18449598829295,0.0,0.0,0.5672150412662376,30.0,20.0,150.0,150.0,0.15,0.3,0.15,-0.012499999999999999
385,200.91341782150832,153.12815578898645,0.0,0.0,0.5547092800378226,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
390,200.8552019056042,153.12515021036717,0.0,0.0,0.5550360329102249,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
395,200.80056634551033,153.16750878139263,0.0,0.0,0.5556435198032452,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
400,200.7493050448922,153.2481832225986,0.0,0.0,0.556486037906029,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
405,200.70122222770573,153.36095152692096,0.0,0.0,0.55752332481015,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
410,200.6561321036816,153.5003314588042,0.0,0.0,0.5587199844833493,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
415,200.61385851972392,153.66150257905244,0.0,0.0,0.5600449701062706,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
420,200.5742346019145,153.84023598548518,0.0,0.0,0.5614711183496232,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
425,200.53710239211347,154.0328310345494,0.0,0.0,0.562974730173589,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
430,200.5023124825303,154.23605837728294,0.0,0.0,0.5645351936895691,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
435,200.46972365110423,154.44710870504397,0.0,0.0,0.5661346450406811,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
440,200.43920250006212,154.66354665676963,0.0,0.0,0.567757663635582,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
445,200.4106230996161,154.88326939072616,0.0,0.0,0.5693909984136405,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
450,200.38386663840495,155.10446937021527,0.0,0.0,0.5710233221313741,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
455,200.35882108197808,155.32560095494335,0.0,0.0,0.5726450109432492,30.0,20.0,150.0,150.0,0.15,0.3,0.15,-0.012499999999999999
460,200.3353808403526,155.5522349594855,0.0,0.0,0.5617938436828094,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
465,200.31344644544407,155.78653744822776,0.0,0.0,0.5634848626376097,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
470,200.29292423897394,156.02595630546566,0.0,0.0,0.5652016194076976,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
475,200.2737260712861,156.268291123662,0.0,0.0,0.5669299761337327,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
480,,156.53094434017797,0.0,0.0,0.5667019263902107,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
485,,156.79309676924268,0.0,0.0,0.5683151092670622,30.0,20.0,150.0,150.0,0.15,0.3,0.3,0.0
490,,157.05261124446142,,,0.5699875629184148,,,,,,,,
