,pump_bgs,bg,carb,insulin,iob,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual,temp_basal,relative_temp_basal_insulin
0,110.0,110.0,20.0,2.0,2.0,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
5,108.89847498123986,108.91224404397435,0.0,0.0,1.9926564998749323,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
10,106.17146815037617,106.23309386123097,0.0,0.0,1.974476454335841,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
15,102.07888770068662,102.23952731528284,0.0,0.0,1.9471925846712441,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
20,96.84987624456616,97.17489240610531,0.0,0.0,1.9123325082971077,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
25,107.521219428369,108.0876599872912,0.0,0.0,1.8712403213957045,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
30,115.54526287106293,116.43964834207439,0.0,0.0,1.8250960468857305,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
35,121.28909205725247,122.60547786996992,0.0,0.0,1.774933151090147,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
40,125.07637339231606,126.91465736710057,0.0,0.0,1.7216543135642253,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
45,127.19215404349066,129.65660248570654,0.0,0.0,1.6660456173699418,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
50,127.8871477881845,131.08511627137878,0.0,0.0,1.608789311478183,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
55,127.38156114471631,131.42238847265088,0.0,0.0,1.550475282805187,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
60,125.86850835287014,130.8625643760892,0.0,0.0,1.491611362514925,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
65,123.51705866509603,129.57492860170194,0.0,0.0,1.4326325795270192,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
70,120.47495484024324,127.70674453268705,0.0,0.0,1.3739094635531217,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
75,116.87103764350634,125.3857857915516,0.0,0.0,1.3157554903458974,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
80,112.81740749799425,122.72259235898625,0.0,0.0,1.2584337530950709,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
85,108.41135115958488,119.81248051564512,0.0,0.0,1.2021629359635997,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
90,103.7370583569243,116.73733272820255,0.0,0.0,1.1471226585503904,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
95,98.8671507162988,113.56719086221369,0.0,0.0,1.0934582535271222,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
100,93.86404294422559,110.36167365183142,0.0,0.0,1.041285033764837,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
105,88.78115413998836,107.17123716030882,0.0,0.0,0.9906920998855366,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
110,83.66398523007015,104.03829499858801,0.0,0.0,0.9417457342947184,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
115,78.55107683333861,100.99821330811888,0.0,0.0,0.8944924233267177,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
120,73.47486035918882,98.08019393686125,0.0,0.0,0.8489615451241788,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
125,68.46241379212012,95.30805782497123,0.0,0.0,0.8051677572380329,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
130,63.5361324088349,92.70093935173509,0.0,0.0,0.7631131146404928,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
135,58.714323593071555,90.27390126248535,0.0,0.0,0.7227889458594075,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
140,54.011733945759545,88.03847877972457,0.0,0.0,0.6841775122393476,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
145,49.44001602183806,86.00316059413991,0.0,0.0,0.6472534728870261,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
150,45.0081412495976,84.17381361756964,0.0,0.0,0.6119851756425709,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
155,40.722764894180386,82.55405765137941,0.0,0.0,0.5783357924122761,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
160,36.588548305408096,81.14559547126342,0.0,0.0,0.5462643153833064,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
165,32.60844313378607,79.94850324526881,0.0,0.0,0.5157264289987133,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
170,28.783941700541078,78.96148567873773,0.0,0.0,0.4866752710859126,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
175,25.115297261801686,78.16833074878461,0.0,0.0,0.4839703014373568,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
180,21.60171750805054,77.54532526264919,0.0,0.0,0.48242600686842335,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
185,18.24153428289401,77.07122441459656,0.0,0.0,0.4818777194518577,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
190,15.032352185619487,76.72701654448467,0.0,0.0,0.48217947940010675,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
195,11.971178436036553,76.49570894157009,0.0,0.0,0.48320210611310505,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
200,9.054536124204674,76.36213291597193,0.0,0.0,0.48483145775433845,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
205,6.278562738708757,76.31276650074012,0.0,0.0,0.48696686153117336,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
210,3.6390956623281454,76.33557327791326,0.0,0.0,0.489519698503669,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
215,1.1317461407424219,76.41985594291052,0.0,0.0,0.4924121282442471,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
220,-1.2480369339296544,76.56989239639425,0.0,0.0,0.47066773378375665,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
225,-3.5049122294809365,76.78382640269378,0.0,0.0,0.47427056282508595,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
230,-5.643599105573969,77.05097942513373,0.0,0.0,0.4781470054987416,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
