,pump_bgs,bg_actual,bg_loop,temp_basal,insulin_relative_to_actual_basal,iob,carbLoop,carbActual,insulinLoop,insulinActual,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual
270,160.49322325800665,148.27254894325725,148.27254894325725,0.3,0.0,0.6875032309372943,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
275,160.40042943818017,147.75460365325725,147.75460365325725,0.35,0.004166666666666666,0.6898841069065563,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
280,160.31315370991055,147.24455936954834,147.24455936954834,0.3,0.0,0.6880470899079142,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
285,160.2310920432999,146.74283843034414,146.74283843034414,0.35,0.004166666666666666,0.6903345360790528,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
290,160.15395473075463,146.24890437971527,146.24890437971527,0.3,0.0,0.6884153980400444,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
295,160.08146597636772,145.76310014606534,145.76310014606534,0.35,0.004166666666666666,0.6906308293113874,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
300,160.01336346349092,145.28482292223526,145.28482292223526,0.3,0.0,0.6886486995614379,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
305,159.9493979063559,144.81436078468766,144.81436078468766,0.35,0.004166666666666666,0.690809187580592,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
310,159.88933259082015,144.35106617908548,144.35106617908548,0.3,0.0,0.6887792861513633,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
315,159.83294290861892,143.89519129338137,143.89519129338137,0.35,0.004166666666666666,0.6908983856140726,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
320,159.78001588888617,143.44606043095462,143.44606043095462,0.3,0.0,0.688832770208473,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
325,159.73034973016019,143.0039043915492,143.0039043915492,0.35,0.004166666666666666,0.6909211939102468,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
330,159.6837533356048,142.56803196046837,142.56803196046837,0.35,0.004166666666666666,0.692996036435904,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
335,159.6400458537489,142.1363686590707,142.1363686590707,0.3,0.0,0.6908802404429539,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
340,159.59905622666827,141.70942048945003,141.70942048945003,0.3,0.0,0.6887470814867546,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
345,159.56062274720142,141.28903858199737,141.28903858199737,0.3,0.0,0.6866119434694529,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
350,159.52459262649825,140.8767573469701,140.8767573469701,0.35,0.004166666666666666,0.6886545836008165,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
355,159.4908215729435,140.47153789788848,140.47153789788848,0.3,0.0,0.6865374320033005,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
360,159.45917338327374,140.07330036356456,140.07330036356456,0.3,0.0,0.6844291500878955,0.0,0.0,0.0,0.0,20.0,20.0,500.0,150.0,0.3,0.3
