,pump_bgs,bg_actual,bg_loop,temp_basal,insulin_relative_to_actual_basal,iob,carbLoop,carbActual,insulinLoop,insulinActual,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual
225,-3.5049122294809365,26.416960494583304,26.416960494583304,0.0,-0.024999999999999998,0.4176581234376828,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
230,-5.643599105573969,26.23612741704497,26.23612741704497,0.0,-0.024999999999999998,0.39354799211148306,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
235,-7.668837724122056,26.25601883577604,26.25601883577604,0.0,-0.024999999999999998,0.37069340661325745,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
240,-9.585355295563687,26.469042252359095,26.469042252359095,0.0,-0.024999999999999998,0.34904314110428947,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
245,-11.397837712009334,26.86757016656135,26.86757016656135,0.0,-0.024999999999999998,0.3285464311348428,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
250,-13.110905901775709,27.443992780044752,27.443992780044752,0.0,-0.024999999999999998,0.309153208616171,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
255,-14.729096314425306,28.19076249843866,28.19076249843866,0.0,-0.024999999999999998,0.2908142974113188,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
260,-16.256845012038895,29.100431216402246,29.100431216402246,0.0,-0.024999999999999998,0.27348157427411685,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
265,-17.698474901898948,30.16568126350192,30.16568126350192,0.0,-0.024999999999999998,0.25710809936468776,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
270,-19.058185698813475,31.3793507929472,31.3793507929472,0.0,-0.024999999999999998,0.24164822011842613,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
275,-20.34004625262537,32.734454309367486,32.734454309367486,0.0,-0.024999999999999998,0.22705765183909518,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
280,-21.547988918642318,34.2241989548653,34.2241989548653,0.0,-0.024999999999999998,0.21329353802102863,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
285,-22.685805686323988,35.841997103652226,35.841997103652226,0.0,-0.024999999999999998,0.20031449307658927,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
290,-23.757145815064177,37.58147575384811,37.58147575384811,0.0,-0.024999999999999998,0.1880806298494168,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
295,-24.765514755732,39.43648314978002,39.43648314978002,0.0,-0.024999999999999998,0.1765535740284329,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
300,-25.714274163187582,41.40109301868709,41.40109301868709,0.0,-0.024999999999999998,0.16569646733912308,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
305,-26.606642828600513,43.469606761541236,43.469606761541236,0.0,-0.024999999999999998,0.15547396117465764,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
310,-27.445698381395204,45.63655389818858,45.63655389818858,0.0,-0.024999999999999998,0.1458522021375553,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
315,-28.23437962929836,47.896691031731734,47.896691031731734,0.0,-0.024999999999999998,0.13679881079067427,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
320,-28.975489421522667,50.24499956557314,50.24499956557314,0.0,-0.024999999999999998,0.12828285476238263,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
325,-29.67169793481449,52.676682378434556,52.676682378434556,0.0,-0.024999999999999998,0.12027481721302394,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
330,-30.325546295113355,55.18715963761678,55.18715963761678,0.0,-0.024999999999999998,0.11274656154667591,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
335,-30.939450459109594,57.77206390843946,57.77206390843946,0.0,-0.024999999999999998,0.1056712931422264,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
340,-31.51570529019145,60.42723469793417,60.42723469793417,0.0,-0.024999999999999998,0.09902351877966303,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
345,-32.05648877229643,63.14871255319134,63.14871255319134,0.0,-0.024999999999999998,0.09277900434999997,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
350,-32.56386631315053,65.93273281905753,65.93273281905753,0.0,-0.024999999999999998,0.08691473135937612,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
355,-33.03979509540514,68.77571914593962,68.77571914593962,0.0,-0.024999999999999998,0.08140885266857786,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
360,-33.48612844037211,71.67427682611007,71.67427682611007,0.3,0.0,0.10124064784770034,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
365,-33.904620154502794,74.61141696322169,74.61141696322169,0.3,0.0,0.12129868471951007,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
370,-34.29692883353712,77.56376926107525,77.56376926107525,0.3,0.0,0.14142890555684293,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
375,-34.66462210344375,80.51137352479877,80.51137352479877,0.3,0.0,0.1614999051277851,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
380,-35.009180780938124,83.43728832447691,83.43728832447691,0.3,0.0,0.18140032350746538,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
385,-35.33200293957384,86.32724020576549,86.32724020576549,0.3,0.0,0.20103650948301777,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
390,-35.63440787018885,89.16930947413762,89.16930947413762,0.3,0.0,0.22033042800202945,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
395,-35.91763992692077,91.9536489555828,91.9536489555828,0.3,0.0,0.23921778763118118,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
400,-36.18287225210295,94.67223247795854,94.67223247795854,0.3,0.0,0.25764636627509707,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
