,pump_bgs,bg_actual,bg_loop,temp_basal,insulin_relative_to_actual_basal,iob,carbLoop,carbActual,insulinLoop,insulinActual,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual
225,110.0,4.804080951201863,139.80408095120188,0.3,0.0,0.7618158109280863,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
230,110.0,3.377063136652443,138.37706313665245,0.3,0.0,0.7552496165764475,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
235,110.0,2.016364359223431,137.01636435922345,0.3,0.0,0.7489473263797831,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
240,110.0,0.7201983778982504,135.72019837789827,0.3,0.0,0.7429071530902883,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
245,110.0,-0.5133399772808387,134.48666002271918,0.3,0.0,0.7371260070356797,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
250,110.0,-1.6862455710957112,133.3137544289043,0.3,0.0,0.7315997097911502,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
255,110.0,-2.8005775723227724,132.19942242767723,0.3,0.0,0.7263231823557322,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
260,110.0,-3.85843748239617,131.14156251760383,0.3,0.0,0.721290610526189,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
265,110.0,-4.861950202788071,130.13804979721192,0.3,0.0,0.7164955898946032,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
270,110.0,-5.81324779918445,129.18675220081553,0.3,0.0,0.7119312526543495,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
275,110.0,-6.714455655614741,128.28554434438524,0.3,0.0,0.7075903781807432,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
280,110.0,-7.567680743355699,127.43231925664429,0.3,0.0,0.7034654891552209,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
285,110.0,-8.375001757995294,126.6249982420047,0.3,0.0,0.6995489348234568,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
290,110.0,-9.138460903805507,125.86153909619448,0.3,0.0,0.6958329628165727,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
295,110.0,-9.860057127797873,125.13994287220211,0.3,0.0,0.6923097808189661,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
300,110.0,-10.54174062676491,124.45825937323508,0.3,0.0,0.6889716092347703,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
305,110.0,-11.185408469461695,123.8145915305383,0.3,0.0,0.685810725886263,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
310,110.0,-11.79290119305423,123.20709880694577,0.3,0.0,0.6828195036704319,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
315,110.0,-12.366000248233899,122.6339997517661,0.3,0.0,0.6799904420033044,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
