,initial_scenario,t=0,t=5,t=10,t=15,t=20,t=25,t=30,t=35,t=40,t=45,t=50,t=55,t=60,t=65,t=70,t=75,t=80,t=85,t=90,t=95,t=100,t=105,t=110,t=115,t=120,t=125,t=130,t=135,t=140,t=145,t=150,t=155,t=160,t=165,t=170,t=175,t=180,t=185,t=190,t=195,t=200,t=205,t=210,t=215,t=220,t=225,t=230,t=235,t=240,t=245,t=250,t=255,t=260,t=265,t=270,t=275,t=280,t=285,t=290,t=295,t=300,t=305,t=310,t=315,t=320,t=325,t=330,t=335,t=340,t=345,t=350,t=355,t=360,t=365,t=370,t=375,t=380,t=385,t=390,t=395,t=400,t=405,t=410,t=415,t=420,t=425,t=430,t=435,t=440,t=445,t=450,t=455,t=460,t=465,t=470,t=475,t=480,t=485
80,4.544630442111924,-0.6806956298535685,-0.6905784318357862,-0.47712531728791596,-0.3686173936744117,-0.2759246263606032,-0.30979327732529116,-0.28628152945879326,-0.26066576341070413,-0.19979564072220624,-0.15675904936119878,-0.11536068627493484,-0.11557177566019675,-0.07625641706842333,-0.04263104635093282,-0.022725056923864066,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.034566231311302,-0.6682159534362189,-0.6806956298535685,-0.47250103230869556,-0.36701947483685915,-0.27646304525580856,-0.3127145765420174,-0.29157014336498,-0.26838893386761864,-0.208532610728563,-0.16649636726850503,-0.12540723948895915,-0.12978077205930177,-0.08988915884681961,-0.05446886933458808,-0.03410483708074625,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,3.5817488093208,-0.6536032942818615,-0.6682159534362189,-0.4657391151629673,-0.3634623325451498,-0.2752646061276445,-0.3133247846232501,-0.29431960145131075,-0.27334700940466905,-0.21471114709409522,-0.1737771756071358,-0.13319709381480394,-0.14108314442507897,-0.10094060049056808,-0.06420654203344262,-0.043575095467670466,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,3.1797531128647165,-0.6372648096513114,-0.6536032942818615,-0.4572003891932024,-0.35826085781766714,-0.272596749408863,-0.3119665536113301,-0.29489391493952954,-0.2759246263606032,-0.21867760752373488,-0.1789259559117462,-0.1390217404857088,-0.14984673054165454,-0.10973133455283918,-0.0721004289218343,-0.05136523362675405,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2.822875192269578,-0.6195569846771356,-0.6372648096513114,-0.4472022539823275,-0.35169260707169414,-0.26869564336325036,-0.3089429826633774,-0.29361557986948705,-0.27646304525580856,-0.22073970108848284,-0.1822313396031121,-0.14314076472939663,-0.1563994580464222,-0.11654745708795355,-0.0783795246805995,-0.05768034313746742,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2.506051277657832,-0.6007910898166937,-0.6195569846771356,-0.43602329081405333,-0.34400173383255783,-0.26376945530377105,-0.3045217291450171,-0.2907698660361202,-0.2752646061276445,-0.22117043620464716,-0.1839497509070691,-0.14578507168249,-0.16103336032057125,-0.12164402292499521,-0.08324818363425251,-0.06270361974447958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2.2247859287045344,-0.5812380913909632,-0.6007910898166937,-0.4239074105685665,-0.33540253139542653,-0.2580013003744184,-0.29893871601094046,-0.28660868625413327,-0.272596749408863,-0.2202116849021154,-0.18430869683720585,-0.14715980072565538,-0.16400820564280116,-0.12524816913822212,-0.08688858780356795,-0.06659854690740197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1.975088248468552,-0.5611330677450077,-0.5812380913909632,-0.41106758776931596,-0.3260826235142815,-0.25155189854656923,-0.2924014737576739,-0.2813540856573562,-0.26869564336325036,-0.21807739952709015,-0.18350973741842957,-0.14744695746976477,-0.1655547758163618,-0.12756193772217872,-0.0894629779558731,-0.0695108702428544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.753415256231051,-0.5406791786551484,-0.5611330677450077,-0.39768922042539856,-0.3162058367456284,-0.24456196763571203,-0.28509215168611224,-0.27520138706604635,-0.26376945530377105,-0.21495651469060073,-0.1817311662725749,-0.14680778993474353,-0.1658778271534853,-0.1287648256349483,-0.09111566980155617,-0.07157038236469832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.5566216158531745,-0.5200512311479812,-0.5406791786551484,-0.38393315161500574,-0.3059147849426136,-0.23715437755922064,-0.27717022998713947,-0.2683220251163414,-0.2580013003744184,-0.21101556424301604,-0.17913042890883357,-0.1453849330180601,-0.16515876367658633,-0.129016087786044,-0.09197487545353467,-0.072892535841245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.381915006345821,-0.49939888084579387,-0.5200512311479812,-0.3699383853956313,-0.29533319355000476,-0.22943608870696064,-0.26877496123378286,-0.26086609881142486,-0.25155189854656923,-0.20640104029953577,-0.17584630353584707,-0.14330434312706664,-0.16355804964531795,-0.1284568161929005,-0.09215434841860282,-0.07357990036282769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1.2268165013994405,-0.47884950427538975,-0.49939888084579387,-0.35582452657493313,-0.2845679887658692,-0.2214998951625029,-0.2600275672012211,-0.2529646693965031,-0.24456196763571203,-0.20124151883725583,-0.17200086691627892,-0.1406770428286781,-0.16121738601794977,-0.12721181639080248,-0.09175486870921479,-0.07372347873488239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.0891253956969535,-0.4585107742382135,-0.47884950427538975,-0.341693971105018,-0.27371117428841174,-0.21342599157440123,-0.2510332145175038,-0.24473182795409087,-0.23715437755922064,-0.19564957410856998,-0.16770126569771326,-0.13760069353302318,-0.1582616731822628,-0.1253913002361835,-0.09086558313628745,-0.07340389496737176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0.9668879789267635,-0.438472967308817,-0.4585107742382135,-0.3276338713463218,-0.26284151623462737,-0.2052833807163088,-0.2418827904509886,-0.2362665548400038,-0.22943608870696064,-0.18972350204737687,-0.16304131175714076,-0.1341610125581707,-0.15480078022465182,-0.12309241247509295,-0.08956521445441679,-0.07269246650903005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.8583698144278173,-0.4188110297779062,-0.438472967308817,-0.313717898162988,-0.2520260548817843,-0.19713113717596986,-0.23265449814515016,-0.22765439101269624,-0.2214998951625029,-0.1835488709655677,-0.1581029183728142,-0.13043304940571243,-0.15093113912794198,-0.12040060684139542,-0.08792315176792354,-0.07165217156353332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0.7620311291269957,-0.3995864258597557,-0.4188110297779062,-0.3000078197376137,-0.24132146012537525,-0.18901954116133712,-0.2234152887994325,-0.21896893943072815,-0.21342599157440123,-0.17719991613000285,-0.1529573924713068,-0.12648233469825154,-0.14673718058142748,-0.11739088598839942,-0.08600043345813946,-0.07033852141433905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.676504965573173,-0.38084878971900693,-0.3995864258597557,-0.2865549151111946,-0.2307752459520085,-0.1809910950940301,-0.2142221466495169,-0.21027321298770385,-0.2052833807163088,-0.1707407932595224,-0.14766659677500238,-0.12236591397704544,-0.1422926265355322,-0.11412891822999849,-0.08385063284885685,-0.06880034676651159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0.6005777860669355,-0.362637400817043,-0.38084878971900693,-0.27340123874614797,-0.220426857777845,-0.1730814344640077,-0.20512324110656976,-0.20162084390542656,-0.19713113717596986,-0.16422670457304722,-0.1422839943829346,-0.1181332774200019,-0.13766165322417567,-0.11067204286096999,-0.08152065587857016,-0.06708050627908535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0.5331722536751329,-0.3449825002145097,-0.362637400817043,-0.2605807508603739,-0.21030864518934322,-0.16532014333338374,-0.19615895905920944,-0.19305716810030127,-0.18901954116133712,-0.15770490974077678,-0.13685558714420587,-0.11382719550634812,-0.1328999370975028,-0.10707017472991476,-0.0790514591864071,-0.06521652470285622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.4733319458094627,-0.3279064637767881,-0.3449825002145097,-0.24812032687482066,-0.20044673143105918,-0.15773148389200653,-0.18736282911116664,-0.18462019676160857,-0.1809910950940301,-0.1512156329290697,-0.13142075811731369,-0.10948446971536407,-0.1280555949446418,-0.10336661774250144,-0.0764786962356534,-0.06324116734912577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0.4202077834685838,-0.3114248466965641,-0.3279064637767881,-0.23604065804150487,-0.1908617899037086,-0.15033504857329572,-0.17876234841094263,-0.17634148622227475,-0.1730814344640077,-0.1447928760752255,-0.12601302744089216,-0.10513660649385193,-0.1231700284297852,-0.099598796068054,-0.07383329838750119,-0.06118295698852272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.37304598358687713,-0.29554731235885967,-0.3114248466965641,-0.22435705416306462,-0.18156973695500334,-0.14314634242778013,-0.17037972171640092,-0.16824691615147547,-0.16532014333338374,-0.13846514757120598,-0.12066073006268763,-0.10081042195271328,-0.11827868230558236,-0.09579891100094429,-0.07114199719146752,-0.05906663871000095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0.33117736354520844,-0.28027845731489265,-0.29554731235885967,-0.21308015826607019,-0.17258234935620465,-0.13617730271625383,-0.1622325214181508,-0.16035738514484787,-0.15773148389200653,-0.13225611466670628,-0.11538762297600424,-0.09652858405015063,-0.11341172469680316,-0.09199453068211927,-0.06842779357210294,-0.05691359775317406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0.2940078460842699,-0.2656185429903246,-0.28027845731489265,-0.20221658214027016,-0.16390781405081967,-0.1294367620171517,-0.15433427641175435,-0.15268943192296547,-0.15033504857329572,-0.12618518711360505,-0.1102134288889225,-0.09231009838080428,-0.10859465705641913,-0.08820911920862429,-0.06571037905865684,-0.05474223485768204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.26101002989383915,-0.25156414371994984,-0.2656185429903246,-0.19176947079440154,-0.15555121703097896,-0.12293086053811653,-0.14669499695277466,-0.1452557895640041,-0.14314634242778013,-0.1202680388586348,-0.10515432259467161,-0.08817074311113737,-0.10384886067840382,-0.08446251104388125,-0.06300651372044608,-0.05256830324692596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0.23171570627289384,-0.23810871976503023,-0.25156414371994984,-0.18173900309863988,-0.1475149775341542,-0.11666341277323156,-0.13932164194319796,-0.13806587948496318,-0.13617730271625383,-0.1145170739422241,-0.10022336571552959,-0.08412345807573773,-0.09919208600002971,-0.08077133608320386,-0.06033036503134359,-0.05040521097635664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.20570921567795608,-0.2252431231213059,-0.23810871976503023,-0.17212283517681293,-0.1397992331527984,-0.11063623315061655,-0.13221853447633158,-0.1311262512406577,-0.1294367620171517,-0.10894184217300307,-0.0954308949518543,-0.08017869257242394,-0.09463889033520445,-0.07714940022224503,-0.05769381148800257,-0.04826429202507532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0.18262154989616874,-0.21295604315898942,-0.2252431231213059,-0.16291649247080464,-0.13240218090523825,-0.10484942486460014,-0.12538773090403055,-0.12444097362478157,-0.12293086053811653,-0.10354940961372261,-0.09078486847750167,-0.07634471596148273,-0.0902010291439761,-0.07360802581627057,-0.0551067144444608,-0.04615504919040214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0.16212511615762537,-0.20123439844068614,-0.21295604315898942,-0.15411371581984135,-0.12532037882369984,-0.09930163567892869,-0.11882934817987945,-0.11801198202732266,-0.11666341277323156,-0.09834468843049304,-0.08629117467810232,-0.07262789478200204,-0.08588780545666808,-0.07015635600087089,-0.05257716129733625,-0.044085371555568686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0.14392908889485057,-0.19006368043531552,-0.20123439844068614,-0.14570676637193714,-0.11854901216910818,-0.09399028411777532,-0.11254185376945358,-0.11183938652223979,-0.11063623315061655,-0.09333073021858596,-0.08195390702540983,-0.06903293974248159,-0.0817063816297523,-0.06680162646629739,-0.050111682857764794,-0.04206172903786887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,0.12777528319523412,-0.17942825427698494,-0.19006368043531552,-0.13768669366993969,-0.11208212797841277,-0.08891175912683025,-0.10652232200014211,-0.10592174472419025,-0.10484942486460014,-0.08850898652049377,-0.07777560851548948,-0.06556312562032884,-0.07766205721029262,-0.06354940793425135,-0.04771544747592671,-0.04008934628621197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0.11343449139423001,-0.16931162120376797,-0.17942825427698494,-0.1300435708241654,-0.1059128412845709,-0.08406159598380913,-0.10076666034374249,-0.10025630305895916,-0.09930163567892869,-0.08387953989168118,-0.0737574887670771,-0.062220486812390785,-0.07375851632286867,-0.060403822274671004,-0.04539243423875128,-0.03817235798074137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0.10070323082916843,-0.15969664684643803,-0.16931162120376797,-0.12276670029477899,-0.1000335160185859,-0.07943463096342818,-0.09526980878165148,-0.09483920973528726,-0.09399028411777532,-0.07944130854314313,-0.0698996165763992,-0.05900599101366133,-0.06999804766394035,-0.05736773491778768,-0.04314558733905116,-0.03631394739100102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0.08940085660705677,-0.1505657591166738,-0.15969664684643803,-0.11584479345520826,-0.094435923303676,-0.07502513701394165,-0.09002591509188562,-0.08966570238272986,-0.08891175912683025,-0.07519222729422026,-0.06620109045261913,-0.055919693261119896,-0.0663817398903701,-0.05444292596084166,-0.04097695351270492,-0.034516469871240796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
