,pumpValue,pumpRiskScore,loopValue,loopRiskScore
LBGI,0.0020127952709380506,1.0,0.0021144025896392173,1.0
HBGI,11.202436095516433,3.0,5.7135443241853805,2.0
BGRI,11.20444889078737,,5.71565872677502,
minutes_of_zero_temp_basal,,,0.0,0.0
minutes_of_zero_iob,,,0.0,
