,pump_bgs,bg_actual,bg_loop,temp_basal,insulin_relative_to_actual_basal,iob,carbLoop,carbActual,insulinLoop,insulinActual,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual
350,-21.627618829654324,113.88736906678835,113.88736906678835,0.3,0.0,0.5770586617329378,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
355,-21.8447184596491,114.46571349588913,114.46571349588913,0.3,0.0,0.5814986026566376,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
360,-22.048171107526088,114.99803583284904,114.99803583284904,0.3,0.0,0.5855940532164581,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
365,-22.238802915296787,115.4880433723317,115.4880433723317,0.3,0.0,0.5893721029398061,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
370,-22.417393035433463,115.93914137687918,115.93914137687918,0.3,0.0,0.5928576835191164,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
375,-22.584676004472556,116.35445793564058,116.35445793564058,0.3,0.0,0.5960737427989198,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
380,-22.741344028219032,116.73686675855585,116.73686675855585,0.3,0.0,0.599041404576092,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
385,-22.888049178108815,117.0890080788068,117.0890080788068,0.3,0.0,0.6017801153818189,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
390,-23.025405498883714,117.41330782178642,117.41330782178642,0.3,0.0,0.6043077793167044,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
395,-23.153991028242643,117.71199518550755,117.71199518550755,0.3,0.0,0.6066408819214671,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
400,-23.274349729559844,117.9871187651734,117.9871187651734,0.3,0.0,0.608794603984136,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
405,-23.386993339118902,118.24056134346529,118.24056134346529,0.3,0.0,0.6107829261099486,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
410,-23.49240312960535,118.47405345788219,118.47405345788219,0.3,0.0,0.6126187248116899,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
415,-23.591031591842636,118.68918584710894,118.68918584710894,0.3,0.0,0.6143138608154531,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
420,-23.68330403694688,118.88742086982555,118.88742086982555,0.3,0.0,0.6158792602193143,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
425,-23.7696201212284,119.07010298152667,119.07010298152667,0.3,0.0,0.6173249890896869,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
430,-23.850355296280156,119.23846834774338,119.23846834774338,0.3,0.0,0.6186603220318203,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
435,-23.92586218677721,119.39365366548392,119.39365366548392,0.3,0.0,0.6198938052266135,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
440,-23.99647189856529,119.53670425869358,119.53670425869358,0.3,0.0,0.6210333143853138,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
445,-24.062495259648358,119.66858150802172,119.66858150802172,0.3,0.0,0.6220861080364556,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
450,-24.124223996695434,119.79016967013926,119.79016967013926,0.3,0.0,0.6230588765252584,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
455,-24.181931849681263,119.90228213722754,119.90228213722754,0.3,0.0,0.6239577870744247,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
460,-24.23587562725345,120.00566718302908,120.00566718302908,0.3,0.0,0.6247885252265729,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
465,-24.28629620538598,120.10101323797413,120.10101323797413,0.3,0.0,0.6255563329622463,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
470,-24.333419471834787,120.18895373234837,120.18895373234837,0.3,0.0,0.6262660437632903,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
475,-24.377457218858694,120.27007154321521,120.27007154321521,0.3,0.0,0.6269221148692806,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
480,,120.38491076869863,120.38491076869863,0.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,150.0,150.0,0.3,0.3
