,initial_scenario,t=0,t=5,t=10,t=15,t=20,t=25,t=30,t=35,t=40,t=45,t=50,t=55,t=60,t=65,t=70,t=75,t=80,t=85,t=90,t=95,t=100,t=105,t=110,t=115,t=120,t=125,t=130,t=135,t=140,t=145,t=150,t=155,t=160,t=165,t=170,t=175,t=180,t=185,t=190,t=195,t=200,t=205,t=210,t=215,t=220,t=225,t=230,t=235,t=240,t=245,t=250,t=255,t=260,t=265,t=270,t=275,t=280,t=285,t=290,t=295,t=300,t=305,t=310,t=315,t=320,t=325,t=330,t=335,t=340,t=345,t=350,t=355,t=360,t=365,t=370,t=375,t=380,t=385,t=390,t=395,t=400,t=405,t=410,t=415,t=420,t=425,t=430,t=435,t=440,t=445,t=450,t=455,t=460,t=465,t=470,t=475
0,0.0,0.18333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,0.18266017915520216,0.15833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,0.18099367498078545,0.1577519729067655,0.13749999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,0.17849265359486408,0.1563127193015874,0.1369951343664016,0.1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,0.17529714659390158,0.1541527462864735,0.13574525623558906,0.11208692811796495,0.08750000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,0.17153036279460623,0.15139299024018768,0.13386949019614802,0.11106430055639106,0.0871787218695283,0.09583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0,0.1673004709645253,0.14813985877715993,0.13147285994542615,0.10952958288775749,0.08638334487719306,0.09548145728567382,0.09583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0,0.1627022055165968,0.14448677037845367,0.12864777209595468,0.10756870359171232,0.08518967557936692,0.09461033010359238,0.09548145728567382,0.09166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0,0.15781831207672067,0.14051554112796996,0.12547535322339395,0.10525726807850838,0.08366454723799847,0.0933029780154971,0.09461033010359238,0.09133008957760108,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0,0.15272084825891133,0.13629763315716784,0.12202665413744758,0.10266165263732235,0.08186676406106207,0.09163259935590307,0.0933029780154971,0.09049683749039272,0.07472461874530996,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.0,0.14747235355216678,0.13189527804178705,0.11836373405754048,0.09983998974882076,0.07984795205125071,0.08966359873354417,0.09163259935590307,0.08924632679743204,0.07404286703759404,0.06642188332916442,0.05833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0,0.14212690092380884,0.12736248715868947,0.11454063619418349,0.09684305513798767,0.07765332536019393,0.08745251891327459,0.08966359873354417,0.08764857329695079,0.07301972192517166,0.0658158818111947,0.05811914791301886,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,0.13673104156386814,0.12274595988874397,0.11060426516412508,0.09371506597705924,0.07532237621843486,0.08504888015640287,0.08745251891327459,0.08576518139730312,0.07171246906114154,0.06490641948904148,0.05758889658479536,0.06642188332916442,0.05416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0,0.13132465312331013,0.11808589953243155,0.1065951756928566,0.0904943987706478,0.07288949575993496,0.08249593585828578,0.08504888015640287,0.08365023548226265,0.07017151205233892,0.06374441694323693,0.056793117052911284,0.0658158818111947,0.05396778020494609,0.04583333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0,0.12594170082570286,0.11341674587922235,0.10254828117290109,0.08721423465779177,0.0703845323771705,0.07983135249897637,0.08249593585828578,0.0813511027582984,0.0684411017582149,0.06237467737985682,0.055776364825332304,0.06490641948904148,0.0534754039715957,0.04566504478880054,0.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.0,0.12061091994837396,0.10876783253128879,0.09849348984248256,0.08390313914146454,0.06783329362272693,0.07708782117499627,0.07983135249897637,0.07890915603836034,0.06655999316588052,0.060836534896191015,0.05457784270737471,0.06374441694323693,0.052736465834846195,0.04524841874519636,0.03736230937265498,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0,0.1153564273670482,0.10416397631905021,0.09445627561927712,0.08058558259839482,0.06525799711002797,0.07429360730108188,0.07708782117499627,0.07636042412945566,0.06456203675865844,0.059164438369671564,0.05323196803416714,0.06237467737985682,0.05179233876638,0.04462316339871602,0.03702143351879702,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.0,0.11019826912999668,0.09962600545335976,0.09045818996128045,0.07728240732486309,0.06267767535430709,0.07147304445384016,0.07429360730108188,0.07373617677608339,0.062476710651372815,0.05738847711880751,0.05176888357346262,0.060836534896191015,0.05067942537113366,0.043824286648475395,0.03650986096258583,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.0,0.10515291036711916,0.09517123243045163,0.08651732052528611,0.07401124633195674,0.06010853903044907,0.068646977769003,0.07147304445384016,0.07106345046190442,0.06032959918043187,0.05553485391233139,0.05021491747895657,0.059164438369671564,0.0494296846031552,0.04288259069865156,0.03585623453057077,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.0,0.10023367323998622,0.09081387713523925,0.0826487018474975,0.07078689861159775,0.05756430270263302,0.06583316179525375,0.068646977769003,0.06836552078193407,0.05814282310519451,0.0536263103826061,0.048592997173289965,0.05738847711880751,0.04807110617535815,0.041825117741131325,0.03508575602616946,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.0,0.0954511280951101,0.08656544507089718,0.07886468277533935,0.0676216651479525,0.05505647669790934,0.06304661724574094,0.06583316179525375,0.06566232656165506,0.05593542609430969,0.05168250942683957,0.04692302158478034,0.05553485391233139,0.0466281376590311,0.0406755513791492,0.03422055087910745,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.0,0.09081344248950757,0.08243506517304959,0.07517525492998967,0.06452564954345948,0.052594628448407475,0.060299950669138826,0.06304661724574094,0.06297085041285143,0.05372372173226322,0.04972037875049751,0.04522219574848463,0.0536263103826061,0.04512206880376926,0.03945457801918017,0.03327999658294026,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0.0,0.08632669231034924,0.07842979124093831,0.07158834607133256,0.06150702676090065,0.050186616311579564,0.057603640681589165,0.060299950669138826,0.06030545997418698,0.05152160488324206,0.047754419317567305,0.04350533140668531,0.05168250942683957,0.04357137718586746,0.03818021206472783,0.03228101837932922,0.022186664388626834,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.0,0.08199513880494917,0.07455487063166522,0.06811008186713065,0.05857228314927212,0.04783879859181158,0.054966294055539544,0.057603640681589165,0.0576782136835241,0.049340830887971164,0.04579698211843739,0.04178511690287139,0.04972037875049751,0.04199203890930716,0.036868088388041696,0.031238355325686407,0.021520678919552814,0.022186664388626834,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0.0,0.07782147496971643,0.07081398351336515,0.06474501923276191,0.055726430618561466,0.0455562202272116,0.05239487464817461,0.054966294055539544,0.05509913456499834,0.04719126574106516,0.04385851634486326,0.040072359353632715,0.047754419317567305,0.040397807734779224,0.03553172523095221,0.030164799590215934,0.02082557021712427,0.021520678919552814,0.022186664388626834,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0.0,0.0738070444134864,0.06720945565566411,0.06149635410371187,0.05297319755407793,0.04334277936999221,0.049894907867898436,0.05239487464817461,0.05257645518355958,0.04508111009863499,0.0419477917698357,0.03837620180175535,0.04579698211843739,0.038800465695523444,0.034182760390967036,0.029071411552597255,0.020109866393477286,0.02082557021712427,0.021520678919552814,0.022186664388626834,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0.0,0.06995203550871186,0.06374244744801089,0.05836610622728731,0.05031519881212789,0.041201375875393915,0.04747066311951529,0.049894907867898436,0.05011683661999311,0.04301709969563964,0.04007209786545333,0.03670431779860624,0.04385851634486326,0.037210047971230384,0.03283116328082753,0.027967713047154844,0.01938094103506484,0.020109866393477286,0.02082557021712427,0.021520678919552814,0.022186664388626834,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0.0,0.0662556533704457,0.06041312157570559,0.05535528331011479,0.04775408691323507,0.039134043520543886,0.045125316434955244,0.04747066311951529,0.04772556404755505,0.04100468450726708,0.03823742195167968,0.035063085632271666,0.0419477917698357,0.035635044530201394,0.031485425206425714,0.02686186086613161,0.018645142031436565,0.01938094103506484,0.020109866393477286,0.02082557021712427,0.021520678919552814,0.022186664388626834,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0.0,0.06271627195527352,0.05722079154720298,0.0524640266315339,0.04529068634463937,0.037142067599182794,0.042861095284405216,0.045125316434955244,0.045406721244753784,0.03904818876618139,0.03644860845090407,0.03345774420771973,0.04007209786545333,0.03408258081299151,0.03015272998709349,0.02576080244162103,0.01790790724408774,0.018645142031436565,0.01938094103506484,0.020109866393477286,0.02082557021712427,0.021520678919552814,0.022186664388626834,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0.0,0.05933156834797739,0.05416405305228156,0.049691740027834275,0.04292511269852772,0.03522608937916392,0.040679407370533556,0.042861095284405216,0.04316334615517462,0.03715095374570762,0.03470950112549456,0.03189253239454107,0.03823742195167968,0.03255857951568083,0.02883910684176205,0.024670415443985582,0.017173868294414023,0.01790790724408774,0.018645142031436565,0.01938094103506484,0.020109866393477286,0.02082557021712427,0.021520678919552814,0.022186664388626834,0.022813700586071628,0.023390504017446304,0.023904156353713846,0.024339907308390554,0.02468095567919801,0.024908206248436652,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
